,v1,v2
483,ham,thank baby ! not wait taste real thing ...
484,ham,change fb jaykwon thuglyfe falconerf
485,ham,win 1 long time .
486,spam,"free message activate 500 free text message reply message word free term & condition , visit www.07781482378.com"
487,ham,dear reach railway . happen
488,ham,"depend quality . want type send boye , fade glory , 6 . want ralph maybe 2"
489,ham,think fix send test message ?
490,ham,"sorry man account dry , want trade half buy shit credit card"
491,spam,"congrat ! 1 year special cinema pass 2 . 09061209465 ! c suprman v , matrix3 , starwars3 , etc 4 free ! bx420 - ip4 - 5we . 150pm . not miss !"
492,ham,"sorry , meeting later"
493,ham,class   & lt;#&gt ;   reunion ?
494,ham,free now?can ?
495,ham,get meh ... ?
496,ham,nope ... think monday ... sorry reply late
497,ham,tell accenture confirm . true .
498,ham,"kate jackson rec center 7ish , right ?"
499,ham,dear reache room
500,ham,"fight world easy , u win lose bt fightng some1 close u dificult u lose - u lose u win - u lose ."
501,ham,ì _ come ?
502,ham,check nuerologist .
503,ham,lolnice . go fish .. water . ?
504,spam,+123 congratulation - week competition draw u win å£1450 prize claim 09050002311 b4280703 . t&cs / stop sm 08718727868 . 18 150ppm
505,ham,wait e car dat bored wat . cos wait outside get 2 . home stuff watch tv wat .
506,ham,"maybe westshore hyde park village , place near house ?"
507,ham,know . anthony . bring money . school fee pay rent stuff like . s need help . friend need .... |
508,ham,significance ?
509,ham,opinion ? 1 . 2 . jada 3 . kusruthi 4 . lovable 5 . silent 6 . spl character 7 . mature 8 . stylish 9 . simple pls reply ..
510,ham,"8 late , g scrounge ammo want new ak try"
511,ham,prabha .. i'm soryda .. realy .. frm heart sory
512,ham,lol ok forgive :)
513,ham,.. jst change tat ..
514,spam,"guarantee late nokia phone , 40 gb ipod mp3 player å£500 prize ! txt word : collect : 83355 ! ibhltd ldnw15h 150p / mtmsgrcvd18 +"
515,ham,s:)no competition .
516,spam,boltblue tone 150p reply poly # mono # eg poly3 1 . cha cha slide 2 . yeah 3 . slow jamz 6 . toxic 8 . come stop 4 tone txt
517,spam,credit top http://www.bubbletext.com renewal pin tgxxrz
518,ham,"way transport problematic sat night . way , u want ask   n   join bday , feel free . need know definite nos book fri ."
519,ham,usually person unconscious child adult behave abnormally . i.ll
520,ham,ebay .
521,ham,shall come pickle
522,ham,go to taco
523,ham,"rude , campus ?"
524,spam,"urgent ! : mobile . award å£2,000 bonus caller prize 02/09/03 ! 2nd attempt contact ! 0871 - 872 - 9755 box95qu"
525,ham,hi will b ard 4 christma . enjoy n merry x'ma .
526,spam,"today offer ! claim ur å£150 worth discount voucher ! text yes 85023 ! savamob , member offer mobile ! t cs 08717898035 . å£3.00 sub . 16 . unsub reply x"
527,ham,yes ! pretty lady like single ?
528,spam,recieve tone 24hrs . term condition channel u teletext pg 750
529,ham,jay say double - faggot
530,spam,private ! 2003 account statement 07815296484 show 800 un - redeemed s.i.m . point . 08718738001 identifier code 41782 expire 18/11/04
531,ham,today - sunday .. sunday holiday .. work ..
532,ham,gudnite .... tc ... practice go
533,ham,late ...
534,ham,"call . hope l8r malaria know miss guy . miss bani big , pls love especially . great day ."
535,ham,"good afternoon , love ! go day ? hope maybe get lead job . think , boytoy send passionate kiss sea"
536,ham,"probably go to , later tonight & lt ;)"
537,ham,maybe fat finger press button know .
538,ham,ummmmmaah happy return d day dear sweet heart .. happy birthday dear
539,ham,"tirupur da , start office ."
540,spam,www.applausestore.com monthlysubscription@50p / msg max6 / month t&csc web age16 2stop txt stop
541,ham,"famous quote : develop ability listen ' ' unconditionally lose temper self confidence , mean ......... ' marry '"
542,ham,go college pa . . ill come self . pa .
543,ham,4 oclock . bash flat plan .
544,ham,girl stay bed . girl need recovery time . d pass have fun coope bed
545,ham,special ?
546,ham,know need hotel . get invitation apologise . cali sweet come english bloke weddin
547,ham,"sorry take long , omw"
548,ham,wait   & lt;#&gt ;   min ..
549,ham,ok 5 minute think . btw alibi . cut hair time .
550,ham,"imagine finally sink bath pace , maybe have eat leave ... imagine feel cage cock surround bath water , remind own ... enjoy , cuck"
551,ham,"hurry , weed - deficient like day"
552,ham,"sure , acknowledgement astoundingly tactless generally faggy demand blood oath fo"
553,ham,ok . night warm bath drink cup milk work magic . need loose weight . know
554,ham,iû÷ll look fry pan case itû÷s cheap book . thatû÷s silly fry pan isnû÷t likely book
555,ham,o. uv cause mutation . sunscreen like essential theseday
556,ham,have lunch:)you online?why ?
557,ham,know friend tell .
558,ham,hi princess ! thank pic . pretty . ?
559,ham,"aiyo ... u c ex ... dunno abt mei , haven reply ... time u reply fast ... y lucky workin huh , got bao ur sugardad ah ... gee .."
560,ham,hi msg me:)i'm office ..
561,ham,thanx 4 e brownie v nice ...
562,ham,geeeee ... love barely stand
563,spam,gent ! try contact . weekend draw show win å£1000 prize guarantee . 09064012160 . claim code k52 . valid 12hrs . 150ppm
564,ham,"fuck babe ... miss , know ? let send money net ? need ... want ... crave ..."
565,ham,"ill u 2mrw ninish , address icky american freek will not stop callin 2 bad jen k eh ?"
566,ham,oooh bed ride ey ? think ?
567,ham,"anyways , gym , love * smile * hope ok have good day babe ... miss"
568,ham,love ! daddy scream pleasure ! go slap ass dick !
569,ham,wot u wanna missy ?
570,ham,yar lor wait 4 mum 2 finish sch lunch lor ... morning stay home clean room room clean ... hee ...
571,ham,know lab goggle go
572,ham,open door ?
573,ham,wait .
574,ham,nope wait sch 4 daddy ...
575,spam,"win ? 1,000 cash ? 2,000 prize ! claim , call09050000327"
576,ham,"tired argue week week . want , ."
577,ham,ìï wait 4 sch finish ard 5 ..
578,spam,"mobile number win å£5000 , claim call ring claim hot line 09050005321 ."
579,ham,"arngd marriage u r walkin unfortuntly snake bite u. bt love marriage dance frnt d snake & amp ; sayin bite , bite ."
580,ham,huh early .. ì _ have dinner outside izzit ?
581,ham,ok need change say
582,spam,try contact reply offer 750 min 150 textand new video phone 08002988890 reply free delivery tomorrow
583,ham,ex - wife able kid . want kid day ?
584,ham,scotland . hope show jjc tendency . care . live dream
585,ham,tell u headache want use 1 hour sick time .
586,ham,"dun thk quit ... hmmm , jazz ? yogasana oso ... meet em lesson den ..."
587,ham,"\pete ring meive hardly gotany credit\ "" """
588,ham,ya srsly well yi tho
589,ham,"meeting , later"
590,spam,"ur chance win å£250 wkly shopping spree txt : shop 80878 . t's&c www.txt-2-shop.com custcare 08715705022 , 1x150p / wk"
591,spam,specially select receive 2000 pound award ! 08712402050 line close . cost 10ppm . 16 + . t&cs apply . ag promo
592,spam,private ! 2003 account statement 07753741225 show 800 un - redeem s. i. m. point . 08715203677 identifier code : 42478 expire 24/10/04
593,ham,grand prix ?
594,ham,"meet stranger choose friend . long world stand , friendship end . let friend forever ! ! ! gud nitz ..."
595,ham,great ! ?
596,ham,gud mrng dear nice day
597,spam,important customer service announcement . freephone 0800 542 0825 !
598,ham,. exhausted train morning . wine pie . sleep
599,ham,go buy mum present ar .
600,ham,mind blastin .. tsunamis occur .. rajnikant stop swim indian ocean .. :-d
601,ham,u send home ok lor . ready .
602,ham,speak cash ?
603,ham,happy . come noon
604,ham,meet lunch la ...
605,ham,care n soon
606,spam,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk nichols paris.free rose 2 lady ! ! ! info : 07946746291/07880867867
607,ham,mean not wait u get bore bridgwater banter
608,ham,neva mind ok ..
609,ham,"fine , imma drink somethin . want come find ?"
610,spam,22 day kick ! euro2004 u keep date late news result daily . remove send txt stop 83222
611,ham,valentine game . . . send dis msg ur friend . .. 5 answer r d love u. ques- colour suit best?rply
612,ham,dependent
613,ham,thanx4 today cer nice 2 catch ave 2 find time oh care c u soon.c
614,ham,call say him:)then choose future .
615,ham,"\happy valentine day\ "" know early hundred handsome beauty wish . think finish auntie uncle 1st ... """
616,ham,like v shock leh . cos tell shuhui like tell leona . like dat know liao . got ask abt ur reaction lor .
617,ham,family happiness ..
618,ham,come n pick ì _ ... come immediately aft ur lesson ...
619,ham,let snow . let snow . kind weather bring ppl friendship grow .
620,ham,dear get   & lt;#&gt ;   dollar hi hi
621,ham,good word .... word leave u dismay time .
622,ham,sure alex know birthday minute far concern
623,ham,"sorry , , get thing . pub later ."
624,ham,"nah straight , bring bud drink actually little useful straight cash"
625,ham,"haha good hear , officially pay market 8th"
626,ham,lick center tootsie pop ?
627,ham,yup thk r e teacher say face look long . darren ask 2 cut short .
628,spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy.com . txt 89693
629,spam,today vodafone number end 4882 select receive å£350 award . number match 09064019014 receive å£350 award .
630,ham,not like . hi hi hi
631,ham,thank u !
632,ham,oh forwarded message . think send
633,ham,get . seventeen pound seven ml ûò hope ok .
634,spam,"dear voucher holder , 2 claim week offer , pc http://www.e-tlp.co.uk/expressoffer ts&cs apply.2 stop text txt stop 80062 ."
635,ham,n funny ...
636,ham,"sweetheart , hope have kind day ! load reason smile . biola"
637,ham,ì _ login dat time ... dad fetch ì _ home ?
638,ham,"shower , baby ?"
639,ham,askd u question hour . answer
640,ham,"imma definitely need restock thanksgiving , let know"
641,ham,"  say kiss , kiss , sound effect ! gorgeous man ! kind person need smile brighten day !"
642,ham,probably go to swing wee bit
643,ham,ya nice . . .be ready thursday
644,ham,allo ! brave bus take train triumph . mean weû÷re bû÷ham . jolly good rest week
645,ham,"watch cartoon , listen music & amp ; eve temple & amp ; church .. u ?"
646,ham,mind ask happen ? not uncomfortable .
647,spam,private ! 2003 account statement show 800 un - redeem s. i. m. point . 08715203694 identifi code : 40533 expire 31/10/04
648,ham,prob . send email .
649,spam,"win ? 1,000 cash ? 2,000 prize ! claim , call09050000327 . t&c : rstm , sw7 3ss . 150ppm"
650,ham,s cool ! slow gentle . sonetime rough hard :)
651,ham,go to . sorry . normal start panic time . sorry ! see tuesday ?
652,ham,"wait , know wesley town ? bet hella drug !"
653,ham,fine miss .
654,ham,u get person story
655,ham,tell drug dealer get impatient
656,ham,"sun not come earth send luv ray . cloud not come river send luv rain . not come meet u , send care msg u. gud evng"
657,ham,place man
658,ham,"not sense free . need know , wikipedia.com"
659,spam,88800 89034 premium phone service 08718711108
660,ham,"sea , lay rock . rock , envelope . envelope , paper . paper , 3 word ... '"
661,ham,mum repent ?
662,ham,sorry go home ... daddy come fetch ì _ later ...
663,ham,leave de:- ) . start prepare next:- ) ..
664,ham,yes baby ! study position kama sutra ;)
665,ham,en chikku nange bakra msg kalstiya .. tea / coffee ?
666,ham,carlos'll minute need buy
667,ham,pay   & lt;decimal&gt ;   lakh :)
668,ham,good evening ! ttyl
669,ham,u receive msg ?
670,ham,ho ho - big belly laugh ! ya tomo
671,spam,sm . ac sun0819 post hello:\you cool
672,spam,ur 1st ringtone free ! reply msg tone . gr8 20 tone phone week å£1.50 wk 2 opt send stop 08452810071 16
673,ham,"ditto . will worry say anymore . like say night , want . peace ."
674,ham,"get   & lt;#&gt ; , way pick ?"
675,ham,"not knw pa , drink milk .."
676,ham,maybe ? ! hi   find   get card . great escape wetherspoon ?
677,ham,"piggy , r u awake ? bet u're sleep . go 4 lunch ..."
678,ham,cause freaky lol
679,ham,miss cause yell scrappy . miss u. wait u come home . lonely today .
680,ham,' hex ' place talk ? explain !
681,ham,ìï log 4 wat . sdryb8i
682,ham,xy go 4 e lunch ?
683,spam,hi sue . 20 year old work lapdancer . love sex . text live - bedroom . text sue 89555 . textoperator g2 1da 150ppmsg 18 +
684,ham,want ask ì _ wait 4 finish lect . cos lect finish hour .
685,ham,finish work ? :)
686,ham,"king cry baby great building map .. imprtant u r today , u wil reach tomorw . gud ni8"
687,ham,"dear , cherthala.in case u r come cochin pls bfore u start.i shall reach accordingly.or tell day u r coming.tmorow engage ans holiday ."
688,ham,thank love . torch bold .
689,spam,< forward 448712404000 > 08712404000 immediately urgent message wait .
690,ham,farm open ?
691,ham,"sorry trouble u . buy 4d dad ? 1405 , 1680 , 1843 . 2 big 1 small , sit n sun . thanx ."
692,ham,"sister law , hope have great month . say hey . abiola"
693,ham,purchase d stuff today mail . po box number ?
694,ham,ah poop . look like ill prob send laptop fix cuz gpu problem
695,ham,good . good job . like entrepreneur
696,ham,"aight , close alex place ?"
697,ham,meet corporation st outside gap û _ mind work !
698,ham,mum ask ì _ buy food home ...
699,ham,k .. u not msg reply msg ..
700,ham,r ì _ willing pay ?
701,ham,"sorry , later"
702,ham,important prevent dehydration give fluid
703,ham,"s bit weird , ? - suppose happen ? good idea , sure pub !"
704,ham,true dear .. sit pray evening feel so.so sms'd time ...
705,ham,"think away trek long family town , sorry"
706,ham,wanna gym harri
707,ham,late lar ... ard 12 wun b drivin ...
708,spam,"review fantastic nokia n - gage game deck club nokia , 2 www.cnupdates.com/newsletter . unsubscribe alert reply word"
